BoardName;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID;Ticker
JOURNEY ENERGY INC;01/12/2018;Reserves;Dana Laustsen;Chairman;;Independent Director;Yes;Dana Laustsen joined this role in 19 Jun 2014;2126629;Yes;1455237;JOY
JOURNEY ENERGY INC;01/12/2018;Audit;Ryan Shay;Member;;Independent Director;Yes;Ryan Shay joined this role in 20 Jun 2017;2126629;Yes;1897735;JOY
JOURNEY ENERGY INC;01/12/2018;Governance and Compensation;Ryan Shay;Chairman;;Independent Director;Yes;Ryan Shay joined this role in 20 Jun 2017;2126629;Yes;1897735;JOY
JOURNEY ENERGY INC;01/12/2018;Reserves;Ryan Shay;Member;;Independent Director;Yes;Ryan Shay joined this role in 20 Jun 2017;2126629;Yes;1897735;JOY
DIVIDEND 15 SPLIT CORP II;01/11/2018;Audit;Steve Finch;Member;;Chairman/President/CEO;Yes;Steve Finch joined this role in 01 Dec 2017;2147724;No;735008;DF.PR.A
DIVIDEND 15 SPLIT CORP II;01/11/2018;Audit;Steve Finch;Member;;Chairman/President/CEO;Yes;Steve Finch joined this role in 01 Dec 2017;2147724;No;735008;DF
DIVIDEND 15 SPLIT CORP II;01/11/2018;Audit;Mike Sharp;Member;;Director - SD;Yes;Mike Sharp joined this role in 01 Dec 2017;2147724;Yes;1463049;DF.PR.A
DIVIDEND 15 SPLIT CORP II;01/11/2018;Audit;Mike Sharp;Member;;Director - SD;Yes;Mike Sharp joined this role in 01 Dec 2017;2147724;Yes;1463049;DF
DIVIDEND 15 SPLIT CORP II;01/11/2018;Audit;John Steep;Member;;Independent Director;Yes;John Steep joined this role in 01 Dec 2017;2147724;Yes;1463051;DF.PR.A
DIVIDEND 15 SPLIT CORP II;01/11/2018;Audit;John Steep;Member;;Independent Director;Yes;John Steep joined this role in 01 Dec 2017;2147724;Yes;1463051;DF
ATYR PHARMA INC;01/12/2018;Compensation;Doctor Jim Blair;Chairman;;Independent Director;Yes;Doctor Jim Blair joined this role in 07 May 2015;2242996;Yes;91812;LIFE
ATYR PHARMA INC;01/12/2018;Nominating and Corporate Governance;Doctor Jim Blair;Member;Chairman(3);Independent Director;Yes;Doctor Jim Blair joined this role in 07 May 2015;2242996;Yes;91812;LIFE
ATYR PHARMA INC;01/12/2018;Nominating and Corporate Governance;Doctor Jim Blair;Member;Vice Chairman(2);Independent Director;Yes;Doctor Jim Blair joined this role in 07 May 2015;2242996;Yes;91812;LIFE
ATYR PHARMA INC;01/12/2018;Audit;John Clarke;Member;;Independent Chairman;Yes;John Clarke joined this role in 07 May 2015;2242996;Yes;182796;LIFE
ATYR PHARMA INC;01/12/2018;Compensation;John Clarke;Member;;Independent Chairman;Yes;John Clarke joined this role in 24 May 2016;2242996;Yes;182796;LIFE
ATYR PHARMA INC;01/12/2018;Nominating and Corporate Governance;John Clarke;Chairman;Chairman(2);Independent Chairman;Yes;John Clarke joined this role in 07 May 2015;2242996;Yes;182796;LIFE
ATYR PHARMA INC;01/12/2018;Nominating and Corporate Governance;John Clarke;Chairman;Chairman/President(1);Independent Chairman;Yes;John Clarke joined this role in 07 May 2015;2242996;Yes;182796;LIFE
ATYR PHARMA INC;01/12/2018;Nominating and Corporate Governance;John Clarke;Chairman;Independent Chairman(3);Independent Chairman;Yes;John Clarke joined this role in 07 May 2015;2242996;Yes;182796;LIFE
ATYR PHARMA INC;01/12/2018;Compensation;Doctor Srini Akkaraju;Member;;Independent Director;Yes;Doctor Srini Akkaraju departed in 15 May 2018;2242996;Yes;335253;LIFE
ATYR PHARMA INC;01/12/2018;Strategic Alliance;Doctor Srini Akkaraju;Chairman;;Independent Director;Yes;Doctor Srini Akkaraju departed in 15 May 2018;2242996;Yes;335253;LIFE
ATYR PHARMA INC;01/12/2018;Audit;Tim Coughlin;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Tim Coughlin joined this role in 07 Apr 2017;2242996;Yes;500842;LIFE
ATYR PHARMA INC;01/12/2018;Compensation;Tim Coughlin;Member;;Independent Director;Yes;Tim Coughlin joined this role in 15 May 2018;2242996;Yes;500842;LIFE
ATYR PHARMA INC;01/12/2018;Strategic Alliance;Tim Coughlin;Member;;Independent Director;Yes;Tim Coughlin departed in May 2018;2242996;Yes;500842;LIFE
ATYR PHARMA INC;01/12/2018;Audit;Doctor Amir Nashat;Member;;Independent Director;Yes;Doctor Amir Nashat joined this role in 07 May 2015;2242996;Yes;753616;LIFE
ATYR PHARMA INC;01/12/2018;Strategic Alliance;Doctor Amir Nashat;Member;;Independent Director;Yes;Doctor Amir Nashat departed in May 2018;2242996;Yes;753616;LIFE
ATYR PHARMA INC;01/12/2018;Nominating and Corporate Governance;Jeff Hatfield;Member;CEO(1);Independent Director;Yes;Jeff Hatfield joined this role in 09 May 2017;2242996;Yes;1331690;LIFE
ATYR PHARMA INC;01/12/2018;Nominating and Corporate Governance;Jeff Hatfield;Member;Independent Chairman(1);Independent Director;Yes;Jeff Hatfield joined this role in 09 May 2017;2242996;Yes;1331690;LIFE
ATYR PHARMA INC;01/12/2018;Nominating and Corporate Governance;Jeff Hatfield;Member;President/CEO(2);Independent Director;Yes;Jeff Hatfield joined this role in 09 May 2017;2242996;Yes;1331690;LIFE
ATYR PHARMA INC;01/12/2018;Strategic Alliance;Jeff Hatfield;Member;;Independent Director;Yes;Jeff Hatfield departed in May 2018;2242996;Yes;1331690;LIFE
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Audit;Don Felsinger;Member;;Independent Director;Yes;Don Felsinger joined this role in 10 May 2017;2300557;Yes;56777;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Executive Compensation;Don Felsinger;Chairman;;Independent Director;Yes;Don Felsinger joined this role in 29 Jun 2015;2300557;Yes;56777;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Transformation;Larry Kramer;Member;;Director - SD;Yes;Larry Kramer joined this role in 28 Jul 2015;2300557;Yes;374736;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Audit;Jeff Louis III;Member;;Independent Chairman;Yes;Jeff Louis III joined this role in 29 Jun 2015;2300557;Yes;504243;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Executive Compensation;Jeff Louis III;Member;;Independent Chairman;Yes;Jeff Louis III joined this role in 29 Jun 2015;2300557;Yes;504243;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Transformation;Bob Dickey;Member;;President/CEO;Yes;Bob Dickey joined this role in 28 Jul 2015;2300557;No;882664;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Audit;John Cody;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;John Cody joined this role in 29 Jun 2015;2300557;Yes;1069927;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Executive Compensation;John Cody;Member;;Independent Director;Yes;John Cody joined this role in 29 Jun 2015;2300557;Yes;1069927;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Audit;Tony Prophet;Member;;Independent Director;Yes;Tony Prophet joined this role in 10 May 2017;2300557;Yes;1206552;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Nominating and Public Responsibility;Tony Prophet;Member;;Independent Director;Yes;Tony Prophet joined this role in 29 Jun 2015;2300557;Yes;1206552;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Audit;Debra Sandler;Member;;Independent Director;Yes;Debra Sandler joined this role in 10 May 2017;2300557;Yes;1264879;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Nominating and Public Responsibility;Debra Sandler;Chairwoman;CEO(1);Independent Director;Yes;Debra Sandler joined this role in 29 Jun 2015;2300557;Yes;1264879;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Nominating and Public Responsibility;Debra Sandler;Chairwoman;President/CEO(1);Independent Director;Yes;Debra Sandler joined this role in 29 Jun 2015;2300557;Yes;1264879;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Executive Compensation;Lila Ibrahim;Member;;Independent Director;Yes;Lila Ibrahim joined this role in 10 May 2017;2300557;Yes;1282871;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Transformation;Lila Ibrahim;Chairman;;Independent Director;Yes;Lila Ibrahim joined this role in 10 May 2017;2300557;Yes;1282871;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Nominating and Public Responsibility;Chloe Sladden;Member;;Independent Director;Yes;Chloe Sladden joined this role in 29 Jun 2015;2300557;Yes;1587986;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Transformation;Chloe Sladden;Member;;Independent Director;Yes;Chloe Sladden joined this role in 28 Jul 2015;2300557;Yes;1587986;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Nominating and Public Responsibility;Steve Coll;Member;President/CEO(1);Independent Director;Yes;Steve Coll joined this role in 29 Jun 2015;2300557;Yes;1593699;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Transformation;Steve Coll;Member;;Independent Director;Yes;Steve Coll joined this role in 10 May 2017;2300557;Yes;1593699;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Executive Compensation;Matthew Barzun;Member;;Independent Director;Yes;Matthew Barzun departed in 21 Aug 2018;2300557;Yes;1910851;GCI
GANNETT CO INC (Gannett SpinCo Inc prior to 06/2015) (De-listed 11/2019);01/12/2018;Transformation;Matthew Barzun;Member;;Independent Director;Yes;Matthew Barzun departed in 21 Aug 2018;2300557;Yes;1910851;GCI
DELL TECHNOLOGIES INC;01/02/2018;Executive;Mike Dell;Chairman;;Chairman/CEO;Yes;Mike Dell joined this role in 07 Sep 2016;2519758;No;32603;DELL
DELL TECHNOLOGIES INC;01/02/2018;Audit;Dave Dorman;Financial Expert;;Independent Director;Yes;Dave Dorman joined this role in 07 Sep 2016;2519758;Yes;36525;DELL
DELL TECHNOLOGIES INC;01/02/2018;Capital Stock;Dave Dorman;Chairman;;Independent Director;Yes;Dave Dorman joined this role in 07 Sep 2016;2519758;Yes;36525;DELL
DELL TECHNOLOGIES INC;01/02/2018;Audit;Bill Green;Financial Expert;;Independent Director;Yes;Bill Green joined this role in 07 Sep 2016;2519758;Yes;142081;DELL
DELL TECHNOLOGIES INC;01/02/2018;Capital Stock;Bill Green;Member;;Independent Director;Yes;Bill Green joined this role in 07 Sep 2016;2519758;Yes;142081;DELL
DELL TECHNOLOGIES INC;01/02/2018;Audit;Ellen Kullman;Chairman / Financial Expert;;Independent Director;Yes;Ellen Kullman joined this role in 07 Sep 2016;2519758;Yes;310270;DELL
DELL TECHNOLOGIES INC;01/02/2018;Capital Stock;Ellen Kullman;Member;;Independent Director;Yes;Ellen Kullman joined this role in 07 Sep 2016;2519758;Yes;310270;DELL
DELL TECHNOLOGIES INC;01/02/2018;Executive;Egon Durban;Member;;Director - SD;Yes;Egon Durban joined this role in 07 Sep 2016;2519758;Yes;642210;DELL
ALCOA CORP;01/12/2018;Audit;Doctor Ernesto Zedillo Ponce de León;Financial Expert;;Independent Director;Yes;Doctor Ernesto Zedillo Ponce de León joined this role in 01 Nov 2016;2539638;Yes;32771;AA
ALCOA CORP;01/12/2018;Safety Sustainability and Public Issues;Doctor Ernesto Zedillo Ponce de León;Chairman;;Independent Director;Yes;Doctor Ernesto Zedillo Ponce de León joined this role in 2017;2539638;Yes;32771;AA
ALCOA CORP;01/12/2018;Compensation and Benefits;Kathryn Fuller;Member;;Independent Director;Yes;Kathryn Fuller joined this role in 01 Nov 2016;2539638;Yes;36996;AA
ALCOA CORP;01/12/2018;Executive;Kathryn Fuller;Member;;Independent Director;Yes;Kathryn Fuller joined this role in 01 Nov 2016;2539638;Yes;36996;AA
ALCOA CORP;01/12/2018;Governance and Nominating;Kathryn Fuller;Chairwoman;President/CEO(1);Independent Director;Yes;Kathryn Fuller joined this role in 01 Nov 2016;2539638;Yes;36996;AA
ALCOA CORP;01/12/2018;Compensation and Benefits;Doctor Jim Owens;Chairman;;Independent Director;Yes;Doctor Jim Owens joined this role in 01 Nov 2016;2539638;Yes;41441;AA
ALCOA CORP;01/12/2018;Governance and Nominating;Doctor Jim Owens;Member;Chairman(1);Independent Director;Yes;Doctor Jim Owens joined this role in 01 Nov 2016;2539638;Yes;41441;AA
ALCOA CORP;01/12/2018;Governance and Nominating;Doctor Jim Owens;Member;Chairman/CEO(1);Independent Director;Yes;Doctor Jim Owens joined this role in 01 Nov 2016;2539638;Yes;41441;AA
ALCOA CORP;01/12/2018;Governance and Nominating;Doctor Jim Owens;Member;Vice Chairman(1);Independent Director;Yes;Doctor Jim Owens joined this role in 01 Nov 2016;2539638;Yes;41441;AA
ALCOA CORP;01/12/2018;Executive;Mike Morris;Chairman;;Independent Chairman;Yes;Mike Morris joined this role in 01 Nov 2016;2539638;Yes;87257;AA
ALCOA CORP;01/12/2018;Audit;Jim Hughes;Financial Expert;;Independent Director;Yes;Jim Hughes joined this role in 01 Nov 2016;2539638;Yes;332806;AA
ALCOA CORP;01/12/2018;Safety Sustainability and Public Issues;Jim Hughes;Member;;Independent Director;Yes;Jim Hughes joined this role in 2017;2539638;Yes;332806;AA
ALCOA CORP;01/12/2018;Compensation and Benefits;Steve Williams;Member;;Independent Director;Yes;Steve Williams joined this role in 01 Nov 2016;2539638;Yes;335816;AA
ALCOA CORP;01/12/2018;Executive;Steve Williams;Member;;Independent Director;Yes;Steve Williams joined this role in 01 Nov 2016;2539638;Yes;335816;AA
ALCOA CORP;01/12/2018;Governance and Nominating;Steve Williams;Member;CEO(1);Independent Director;Yes;Steve Williams joined this role in 01 Nov 2016;2539638;Yes;335816;AA
ALCOA CORP;01/12/2018;Governance and Nominating;Steve Williams;Member;President/CEO(1);Independent Director;Yes;Steve Williams joined this role in 01 Nov 2016;2539638;Yes;335816;AA
ALCOA CORP;01/12/2018;Governance and Nominating;Mary Citrino;Member;;Independent Director;Yes;Mary Citrino joined this role in 01 Nov 2016;2539638;Yes;344460;AA
ALCOA CORP;01/12/2018;Safety Sustainability and Public Issues;Mary Citrino;Member;;Independent Director;Yes;Mary Citrino joined this role in 2017;2539638;Yes;344460;AA
ALCOA CORP;01/12/2018;Compensation and Benefits;Doctor Jim Nevels;Member;;Independent Director;Yes;Doctor Jim Nevels joined this role in 01 Nov 2016;2539638;Yes;449699;AA
ALCOA CORP;01/12/2018;Executive;Doctor Jim Nevels;Member;;Independent Director;Yes;Doctor Jim Nevels joined this role in 01 Nov 2016;2539638;Yes;449699;AA
ALCOA CORP;01/12/2018;Governance and Nominating;Doctor Jim Nevels;Member;Chairman(2);Independent Director;Yes;Doctor Jim Nevels joined this role in 01 Nov 2016;2539638;Yes;449699;AA
ALCOA CORP;01/12/2018;Governance and Nominating;Doctor Jim Nevels;Member;Deputy Chairman(1);Independent Director;Yes;Doctor Jim Nevels joined this role in 01 Nov 2016;2539638;Yes;449699;AA
ALCOA CORP;01/12/2018;Governance and Nominating;Doctor Jim Nevels;Member;Independent Chairman(1);Independent Director;Yes;Doctor Jim Nevels joined this role in 01 Nov 2016;2539638;Yes;449699;AA
ALCOA CORP;01/12/2018;Audit;Carol Roberts;Chairwoman / Financial Expert;;Independent Director;Yes;Carol Roberts joined this role in 01 Nov 2016;2539638;Yes;535580;AA
ALCOA CORP;01/12/2018;Compensation and Benefits;Carol Roberts;Member;;Independent Director;Yes;Carol Roberts joined this role in 01 Nov 2016;2539638;Yes;535580;AA
ALCOA CORP;01/12/2018;Executive;Carol Roberts;Member;;Independent Director;Yes;Carol Roberts joined this role in 01 Nov 2016;2539638;Yes;535580;AA
ALCOA CORP;01/12/2018;Audit;Suzanne Sitherwood;Financial Expert;;Independent Director;Yes;Suzanne Sitherwood joined this role in 10 May 2017;2539638;Yes;540609;AA
ALCOA CORP;01/12/2018;Safety Sustainability and Public Issues;Suzanne Sitherwood;Member;;Independent Director;Yes;Suzanne Sitherwood joined this role in 2017;2539638;Yes;540609;AA
ALCOA CORP;01/12/2018;Executive;Roy Harvey;Member;;President/CEO;Yes;Roy Harvey joined this role in 01 Nov 2016;2539638;No;1090963;AA
ALCOA CORP;01/12/2018;Compensation and Benefits;Tim Flynn;Member;;Independent Director;Yes;Tim Flynn joined this role in 10 May 2017;2539638;Yes;1195941;AA
ALCOA CORP;01/12/2018;Safety Sustainability and Public Issues;Tim Flynn;Member;;Independent Director;Yes;Tim Flynn joined this role in 2017;2539638;Yes;1195941;AA
PEABODY ENERGY CORP;01/12/2018;Executive;Joe Laymon;Member;;Independent Director;Yes;Joe Laymon joined this role in 03 Apr 2017;2642720;Yes;42576;BTU
PEABODY ENERGY CORP;01/12/2018;Compensation;Joe Laymon;Chair;;Independent Director;Yes;Joe Laymon joined this role in 03 Apr 2017;2642720;Yes;42576;BTU
PEABODY ENERGY CORP;01/12/2018;Health Safety Security and Environment;Joe Laymon;Member;;Independent Director;Yes;Joe Laymon joined this role in 03 Apr 2017;2642720;Yes;42576;BTU
PEABODY ENERGY CORP;01/12/2018;Executive;Mike Sutherlin;Member;;Independent Director;Yes;Mike Sutherlin joined this role in 03 Apr 2017;2642720;Yes;203519;BTU
PEABODY ENERGY CORP;01/12/2018;Compensation;Mike Sutherlin;Member;;Independent Director;Yes;Mike Sutherlin joined this role in 03 Apr 2017;2642720;Yes;203519;BTU
PEABODY ENERGY CORP;01/12/2018;Nominating and Corporate Governance;Mike Sutherlin;Chairman;Independent Chairman(1);Independent Director;Yes;Mike Sutherlin joined this role in May 2017;2642720;Yes;203519;BTU
PEABODY ENERGY CORP;01/12/2018;Nominating and Corporate Governance;Mike Sutherlin;Chairman;President/CEO(2);Independent Director;Yes;Mike Sutherlin joined this role in May 2017;2642720;Yes;203519;BTU
PEABODY ENERGY CORP;01/12/2018;Executive;Steve Gorman;Member;;Independent Director;Yes;Steve Gorman joined this role in 03 Apr 2017;2642720;Yes;370545;BTU
PEABODY ENERGY CORP;01/12/2018;Compensation;Steve Gorman;Member;;Independent Director;Yes;Steve Gorman joined this role in 03 Apr 2017;2642720;Yes;370545;BTU
PEABODY ENERGY CORP;01/12/2018;Health Safety Security and Environment;Steve Gorman;Chairman;;Independent Director;Yes;Steve Gorman joined this role in 03 Apr 2017;2642720;Yes;370545;BTU
PEABODY ENERGY CORP;01/12/2018;Audit;Ken Moore;Financial Expert;;Independent Director;Yes;Ken Moore joined this role in 03 Apr 2017;2642720;Yes;375663;BTU
PEABODY ENERGY CORP;01/12/2018;Nominating and Corporate Governance;Ken Moore;Member;;Independent Director;Yes;Ken Moore joined this role in 03 Apr 2017;2642720;Yes;375663;BTU
PEABODY ENERGY CORP;01/12/2018;Audit;Teresa Madden;Chairwoman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Teresa Madden joined this role in 03 Apr 2017;2642720;Yes;486804;BTU
PEABODY ENERGY CORP;01/12/2018;Executive;Teresa Madden;Member;;Independent Director;Yes;Teresa Madden joined this role in 03 Apr 2017;2642720;Yes;486804;BTU
PEABODY ENERGY CORP;01/12/2018;Health Safety Security and Environment;Teresa Madden;Member;;Independent Director;Yes;Teresa Madden joined this role in 03 Apr 2017;2642720;Yes;486804;BTU
