BoardName;Ticker;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID
UNITED STATES STEEL CORP;X;01/12/2018;Audit;Glenda McNeal;Member;;Independent Director;Yes;Glenda McNeal departed in 24 Apr 2018;77289;Yes;532773
UNITED STATES STEEL CORP;X;01/12/2018;Audit;Steve Girsky;Financial Expert;;Independent Director;Yes;Steve Girsky joined this role in 26 Apr 2016;77289;Yes;594014
UNITED STATES STEEL CORP;X;01/12/2018;Audit;Paul Mascarenas;Member;;Independent Director;Yes;Paul Mascarenas joined this role in 25 Apr 2017;77289;Yes;893075
UNITED STATES STEEL CORP;X;01/12/2018;Audit;Gene Sperling;Member;;Independent Director;Yes;Gene Sperling joined this role in 31 Oct 2017;77289;Yes;1657401
DISCOVER FINANCIAL SERVICES INC;DFS;01/12/2018;Audit;Larry Weinbach;Financial Expert;;Lead Independent Director;Yes;Larry Weinbach joined this role in 17 Oct 2014;78171;Yes;17166
DISCOVER FINANCIAL SERVICES INC;DFS;01/12/2018;Audit;Joe Eazor;Financial Expert;;Independent Director;Yes;Joe Eazor joined this role in 14 Jan 2016;78171;Yes;556296
DISCOVER FINANCIAL SERVICES INC;DFS;01/12/2018;Audit;Doctor Cyndi Glassman;Chair/Financial Expert;;Independent Director;Yes;Doctor Cyndi Glassman joined this role in 07 May 2014;78171;Yes;837377
DISCOVER FINANCIAL SERVICES INC;DFS;01/12/2018;Audit;Candy Duncan;Financial Expert;;Independent Director;Yes;Candy Duncan joined this role in 07 May 2014;78171;Yes;1380721
CHIPOTLE MEXICAN GRILL INC;CMG;01/12/2018;Audit;Paul Cappuccio;Member;;Independent Director;Yes;Paul Cappuccio joined this role in 25 May 2017;82918;Yes;7870
CHIPOTLE MEXICAN GRILL INC;CMG;01/12/2018;Audit;Al Baldocchi;Chairman / Financial Expert;;Independent Director;Yes;Al Baldocchi joined this role in Jan 2006;82918;Yes;489311
CHIPOTLE MEXICAN GRILL INC;CMG;01/12/2018;Audit;Robin Hickenlooper;Member;;Independent Director;Yes;Robin Hickenlooper joined this role in 25 May 2017;82918;Yes;1831348
NETFLIX INC;NFLX;01/12/2018;Audit;Rich Barton;Member;;Independent Director;Outside;Rich Barton joined this role in 01 Jun 2012;93427;Yes;43676
NETFLIX INC;NFLX;01/12/2018;Audit;Ann Mather;Chair/Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Ann Mather joined this role in 01 Jul 2010;93427;Yes;270912
NETFLIX INC;NFLX;01/12/2018;Audit;Leslie Kilgore;Member;;Independent Director;Yes;Leslie Kilgore joined this role in 2017;93427;Yes;326730
ALPHABET INC (Google Inc prior to 10/2015);GOOG;01/12/2018;Audit;Alan Mulally;Member;;Independent Director;Yes;Alan Mulally joined this role in 09 Jul 2014;116351;Yes;34627
ALPHABET INC (Google Inc prior to 10/2015);GOOGL;01/12/2018;Audit;Alan Mulally;Member;;Independent Director;Yes;Alan Mulally joined this role in 09 Jul 2014;116351;Yes;34627
ALPHABET INC (Google Inc prior to 10/2015);GOOG;01/12/2018;Audit;Doctor Roger Ferguson Jr;Member;;Independent Director;Yes;Doctor Roger Ferguson Jr joined this role in 24 Jun 2016;116351;Yes;106633
ALPHABET INC (Google Inc prior to 10/2015);GOOGL;01/12/2018;Audit;Doctor Roger Ferguson Jr;Member;;Independent Director;Yes;Doctor Roger Ferguson Jr joined this role in 24 Jun 2016;116351;Yes;106633
ALPHABET INC (Google Inc prior to 10/2015);GOOG;01/12/2018;Audit;Ann Mather;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Ann Mather joined this role in 22 Nov 2005;116351;Yes;270912
ALPHABET INC (Google Inc prior to 10/2015);GOOGL;01/12/2018;Audit;Ann Mather;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Ann Mather joined this role in 22 Nov 2005;116351;Yes;270912
WYNN RESORTS LTD;WYNN;01/12/2018;Audit;Bob Miller;Member;;Lead Independent Director;Yes;Bob Miller departed in 14 May 2018;136226;Yes;36274
WYNN RESORTS LTD;WYNN;01/12/2018;Audit;Daniel Wayson;Financial Expert;;Independent Chairman;Yes;Daniel Wayson departed in 06 Nov 2018;136226;Yes;58506
WYNN RESORTS LTD;WYNN;01/12/2018;Audit;Al Shoemaker;Chairman / Financial Expert;;Independent Director;Yes;Al Shoemaker departed in 31 Dec 2018;136226;Yes;71047
WYNN RESORTS LTD;WYNN;01/12/2018;Audit;Jay Hagenbuch;Chairman / Financial Expert;;Independent Director;Yes;Jay Hagenbuch departed in 14 May 2018;136226;Yes;530741
WYNN RESORTS LTD;WYNN;01/12/2018;Audit;Wendy Webb;Member;;Independent Director;Yes;Wendy Webb departed in 31 Dec 2018;136226;Yes;645038
WYNN RESORTS LTD;WYNN;01/12/2018;Audit;Rich Byrne;Financial Expert;;Independent Director;Yes;Rich Byrne joined this role in 03 Aug 2018;136226;Yes;1316631
WYNN RESORTS LTD;WYNN;01/12/2018;Audit;Pat Mulroy;Member;;Independent Director;Yes;Pat Mulroy joined this role in 16 May 2018;136226;Yes;1621982
TERADATA CORP;TDC;01/12/2018;Audit;Dave Kepler II;Chairman;;Independent Director;Yes;Dave Kepler II joined this role in 31 Dec 2017;264342;Yes;34712
TERADATA CORP;TDC;01/12/2018;Audit;Cary Fu;Financial Expert;;Independent Director;Yes;Cary Fu joined this role in 29 Jul 2008;264342;Yes;181524
TERADATA CORP;TDC;01/12/2018;Audit;Doctor Tim Chou;Member;;Independent Director;Yes;Doctor Tim Chou joined this role in 19 Apr 2017;264342;Yes;321767
TERADATA CORP;TDC;01/12/2018;Audit;Joanne Olsen;Member;;Independent Director;Yes;Joanne Olsen joined this role in 01 Oct 2018;264342;Yes;1129307
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2018;Audit;Terry Savage;Member;;Independent Director;Outside;Terry Savage joined this role in 22 Apr 2003;268946;Yes;35922
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2018;Audit;Dennis Chookaszian;Chairman / Financial Expert;;Independent Director;Yes;Dennis Chookaszian joined this role in 21 Apr 2004;268946;Yes;36842
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2018;Audit;Professor Doctor Deborah Lucas;Member;;Independent Director;Yes;Professor Doctor Deborah Lucas joined this role in 09 May 2018;268946;Yes;334521
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2018;Audit;Larry Gerdes;Financial Expert;Executive VP/CFO(1);Lead Independent Director;Yes;Larry Gerdes joined this role in 13 Jul 2007;268946;Yes;448528
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2018;Audit;Dennis Suskind;Member;;Independent Director;Yes;Dennis Suskind joined this role in 22 Aug 2008;268946;Yes;509999
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2018;Audit;Jeff Bernacchi;Member;;Independent Director;Yes;Jeff Bernacchi joined this role in 05 May 2010;268946;Yes;883793
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2018;Audit;Elizabeth Cook;Member;;Independent Director;Yes;Elizabeth Cook joined this role in 09 May 2018;268946;Yes;1536327
BIOGEN INC (Biogen Idec Inc prior to 03/2015);BIIB;01/12/2018;Audit;Caroline Dorsa;Chair/Financial Expert;Executive VP/CFO(4);Independent Director;Yes;Caroline Dorsa joined this role in 2014;440155;Yes;31549
BIOGEN INC (Biogen Idec Inc prior to 03/2015);BIIB;01/12/2018;Audit;Brian Posner;Financial Expert;;Independent Director;Yes;Brian Posner joined this role in 2014;440155;Yes;201333
BIOGEN INC (Biogen Idec Inc prior to 03/2015);BIIB;01/12/2018;Audit;Doctor Stelios Papadopoulos;Member;;Independent Chair;Yes;Doctor Stelios Papadopoulos joined this role in 2014;440155;Yes;272785
BIOGEN INC (Biogen Idec Inc prior to 03/2015);BIIB;01/12/2018;Audit;Nancy Leaming;Financial Expert;;Independent Director;Yes;Nancy Leaming joined this role in 2014;440155;Yes;336399
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2018;Audit;Laurie Thomsen;Member;;Independent Director;Yes;Laurie Thomsen joined this role in 18 May 2017;469152;Yes;43731
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2018;Audit;John Dasburg;Financial Expert;CFO(1);Lead Independent Director;Yes;John Dasburg joined this role in 18 May 2017;469152;Yes;49366
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2018;Audit;Patricia Higgins;Financial Expert;;Independent Director;Yes;Patricia Higgins joined this role in 23 May 2018;469152;Yes;90917
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2018;Audit;Todd Schermerhorn;Financial Expert;;Independent Director;Yes;Todd Schermerhorn joined this role in 18 May 2017;469152;Yes;204621
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2018;Audit;Alan Beller;Member;;Independent Director;Yes;Alan Beller joined this role in 01 May 2007;469152;Yes;536314
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2018;Audit;Bill Kane;Chair/Financial Expert;;Independent Director;Yes;Bill Kane joined this role in 18 May 2017;469152;Yes;1198243
MASTERCARD INC;MA;01/12/2018;Audit;Rick Haythornthwaite;Member;;Independent Chairman;Yes;Rick Haythornthwaite joined this role in 28 Jun 2016;483173;Yes;8731
MASTERCARD INC;MA;01/12/2018;Audit;Dave Carlucci;Member;;Independent Director;Yes;Dave Carlucci joined this role in 28 Jun 2016;483173;Yes;63337
MASTERCARD INC;MA;01/12/2018;Audit;Jack Tai;Financial Expert;CFO(1);Independent Director;Yes;Jack Tai joined this role in 05 Jun 2012;483173;Yes;342499
MASTERCARD INC;MA;01/12/2018;Audit;Steve Freiberg;Chairman / Financial Expert;;Independent Director;Yes;Steve Freiberg joined this role in 01 Jan 2014;483173;Yes;485545
MASTERCARD INC;MA;01/12/2018;Audit;Silvio Barzi;Member;;Independent Director;Yes;Silvio Barzi joined this role in 05 Jun 2012;483173;Yes;550127
MASTERCARD INC;MA;01/12/2018;Audit;Rima Qureshi;Member;;Independent Director;Yes;Rima Qureshi joined this role in 18 Jun 2013;483173;Yes;1070476
GENWORTH FINANCIAL INC;GNW;01/12/2018;Audit;Jim Parke;Chairman / Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Jim Parke died on 21 Feb 2018;494219;Yes;36101
GENWORTH FINANCIAL INC;GNW;01/12/2018;Audit;Tom Moloney;Financial Expert;CFO(3);Independent Director;Yes;Tom Moloney joined this role in 09 Dec 2009;494219;Yes;48806
GENWORTH FINANCIAL INC;GNW;01/12/2018;Audit;Tom Moloney;Financial Expert;Senior Executive VP/CFO(1);Independent Director;Yes;Tom Moloney joined this role in 09 Dec 2009;494219;Yes;48806
GENWORTH FINANCIAL INC;GNW;01/12/2018;Audit;Debra Perry;Financial Expert;;Independent Director;Yes;Debra Perry joined this role in 14 Dec 2016;494219;Yes;49771
GENWORTH FINANCIAL INC;GNW;01/12/2018;Audit;Jim Riepe;Financial Expert;;Independent Chairman;Yes;Jim Riepe joined this role in 17 May 2006;494219;Yes;64452
GENWORTH FINANCIAL INC;GNW;01/12/2018;Audit;Bob Restrepo Jr;Chairman / Financial Expert;;Independent Director;Yes;Bob Restrepo Jr joined this role in 26 Feb 2018;494219;Yes;336377
REGIONS FINANCIAL CORP;RF;01/12/2018;Audit;Carolyn Byrd;Chairman / Financial Expert;;Independent Director;Yes;Carolyn Byrd joined this role in 16 May 2013;550049;Yes;49316
REGIONS FINANCIAL CORP;RF;01/12/2018;Audit;Eric Fast;Financial Expert;;Independent Director;Yes;Eric Fast joined this role in 24 Apr 2014;550049;Yes;81772
REGIONS FINANCIAL CORP;RF;01/12/2018;Audit;Lee Styslinger III;Financial Expert;;Independent Director;Yes;Lee Styslinger III joined this role in 19 Apr 2007;550049;Yes;105281
REGIONS FINANCIAL CORP;RF;01/12/2018;Audit;Sam Di Piazza Jr;Financial Expert;;Independent Director;Yes;Sam Di Piazza Jr joined this role in 07 Nov 2016;550049;Yes;180695
REGIONS FINANCIAL CORP;RF;01/12/2018;Audit;Doctor John Maupin Jr;Member;;Independent Director;Yes;Doctor John Maupin Jr joined this role in 21 Apr 2016;550049;Yes;182313
REGIONS FINANCIAL CORP;RF;01/12/2018;Audit;Tim Vines;Financial Expert;;Independent Director;Yes;Tim Vines joined this role in 02 Jul 2018;550049;Yes;1763604
ASSURANT INC;AIZ;01/12/2018;Audit;Paul Reilly;Vice Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Paul Reilly joined this role in 11 May 2017;550072;Yes;334012
ASSURANT INC;AIZ;01/12/2018;Audit;Paul Reilly;Vice Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Paul Reilly joined this role in 11 May 2017;550072;Yes;334012
ASSURANT INC;AIZ;01/12/2018;Audit;Howard Carver;Financial Expert;;Independent Director;Outside;Howard Carver joined this role in 25 Mar 2013;550072;Yes;335845
ASSURANT INC;AIZ;01/12/2018;Audit;Elyse Douglas;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Elyse Douglas joined this role in 11 May 2017;550072;Yes;509619
ASSURANT INC;AIZ;01/12/2018;Audit;Bob Stein;Chairman / Financial Expert;;Independent Director;Yes;Bob Stein joined this role in 25 Mar 2013;550072;Yes;1128939
MOSAIC CO;MOS;01/12/2018;Audit;Bob Lumpkins;Member;CFO(2);Independent Director;Yes;Bob Lumpkins joined this role in 19 May 2016;550358;Yes;52397
MOSAIC CO;MOS;01/12/2018;Audit;Bob Lumpkins;Member;Vice Chairman/CFO(1);Independent Director;Yes;Bob Lumpkins joined this role in 19 May 2016;550358;Yes;52397
MOSAIC CO;MOS;01/12/2018;Audit;Nancy Cooper;Chairwoman / Financial Expert;CFO(1);Independent Director;Yes;Nancy Cooper joined this role in 03 Oct 2013;550358;Yes;63497
MOSAIC CO;MOS;01/12/2018;Audit;Nancy Cooper;Chairwoman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Nancy Cooper joined this role in 03 Oct 2013;550358;Yes;63497
MOSAIC CO;MOS;01/12/2018;Audit;Nancy Cooper;Chairwoman / Financial Expert;VP/CFO(1);Independent Director;Yes;Nancy Cooper joined this role in 03 Oct 2013;550358;Yes;63497
MOSAIC CO;MOS;01/12/2018;Audit;Bill Monahan;Member;;Independent Director;Yes;Bill Monahan joined this role in 22 Oct 2004;550358;Yes;88057
MOSAIC CO;MOS;01/12/2018;Audit;Greg Ebel;Financial Expert;;Independent Chairman;Yes;Greg Ebel joined this role in 15 May 2014;550358;Yes;513374
MOSAIC CO;MOS;01/12/2018;Audit;Tim Gitzel;Member;;Independent Director;Yes;Tim Gitzel joined this role in 15 May 2014;550358;Yes;540860
AMERIGO RESOURCES LTD;ARG;01/12/2018;Audit;Doctor Bob Gayton;Chairman;CFO(7);Lead Independent Director;Yes;Doctor Bob Gayton joined this role in 01 Jan 2009;620782;Yes;344292
AMERIGO RESOURCES LTD;ARG;01/12/2018;Audit;Doctor Bob Gayton;Chairman;VP/CFO(6);Lead Independent Director;Yes;Doctor Bob Gayton joined this role in 01 Jan 2009;620782;Yes;344292
AMERIGO RESOURCES LTD;ARG;01/12/2018;Audit;George Ireland;Member;;Independent Director;Yes;George Ireland joined this role in 2012;620782;Yes;1017413
AMERIGO RESOURCES LTD;ARG;01/12/2018;Audit;Sidney Robinson;Member;;Independent Director;Yes;Sidney Robinson joined this role in 01 Jan 2009;620782;Yes;1108189
STORNOWAY DIAMOND CORPORATION (Northern Empire Minerals Ltd prior to 07/2003) (De-listed 10/2019);SWY;01/12/2018;Audit;John LeBoutillier;Member;;Independent Director;Yes;John LeBoutillier joined this role in 23 Oct 2013;634133;Yes;508690
STORNOWAY DIAMOND CORPORATION (Northern Empire Minerals Ltd prior to 07/2003) (De-listed 10/2019);SWY;01/12/2018;Audit;Peter Nixon;Member;;Independent Director;Yes;Peter Nixon joined this role in 23 Oct 2013;634133;Yes;530926
STORNOWAY DIAMOND CORPORATION (Northern Empire Minerals Ltd prior to 07/2003) (De-listed 10/2019);SWY;01/12/2018;Audit;Hume Kyle;Chairman;Executive VP/CFO(1);Independent Director;Yes;Hume Kyle joined this role in 23 Oct 2013;634133;Yes;730523
STORNOWAY DIAMOND CORPORATION (Northern Empire Minerals Ltd prior to 07/2003) (De-listed 10/2019);SWY;01/12/2018;Audit;Hume Kyle;Chairman;VP/CFO(2);Independent Director;Yes;Hume Kyle joined this role in 23 Oct 2013;634133;Yes;730523
PEMBINA PIPELINE CORP;PPL;01/12/2018;Audit;Gordon Kerr;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Gordon Kerr joined this role in 05 May 2017;664896;Yes;555156
PEMBINA PIPELINE CORP;PPL;01/12/2018;Audit;Henry Sykes;Member;;Independent Director;Yes;Henry Sykes joined this role in 04 May 2018;664896;Yes;746564
PEMBINA PIPELINE CORP;PPL;01/12/2018;Audit;Bruce Rubin;Member;;Independent Director;Yes;Bruce Rubin joined this role in 05 May 2017;664896;Yes;753037
PEMBINA PIPELINE CORP;PPL;01/12/2018;Audit;Doctor Maureen Howe;Member;;Independent Director;Yes;Doctor Maureen Howe joined this role in 02 Oct 2017;664896;Yes;860902
PEMBINA PIPELINE CORP;PPL;01/12/2018;Audit;Anne-Marie Ainsworth;Member;;Independent Director;Yes;Anne-Marie Ainsworth departed in 04 May 2018;664896;Yes;1049027
PEMBINA PIPELINE CORP;PPL;01/12/2018;Audit;David LeGresley;Financial Expert;;Independent Director;Yes;David LeGresley joined this role in 05 May 2017;664896;Yes;1248716
CF INDUSTRIES HLDGS INC;CF;01/12/2018;Audit;Rob Kuhbach;Member;;Independent Director;Yes;Rob Kuhbach departed in 10 May 2018;665753;Yes;56997
CF INDUSTRIES HLDGS INC;CF;01/12/2018;Audit;Steve Hagge;Financial Expert;;Independent Director;Yes;Steve Hagge joined this role in 09 Jun 2010;665753;Yes;141679
CF INDUSTRIES HLDGS INC;CF;01/12/2018;Audit;John Eaves;Financial Expert;;Independent Director;Yes;John Eaves joined this role in 24 Jul 2017;665753;Yes;207746
CF INDUSTRIES HLDGS INC;CF;01/12/2018;Audit;Bob Arzbaecher;Financial Expert;CFO(2);Independent Director;Yes;Bob Arzbaecher joined this role in 09 May 2007;665753;Yes;331419
CF INDUSTRIES HLDGS INC;CF;01/12/2018;Audit;Bob Arzbaecher;Financial Expert;VP/CFO(1);Independent Director;Yes;Bob Arzbaecher joined this role in 09 May 2007;665753;Yes;331419
CF INDUSTRIES HLDGS INC;CF;01/12/2018;Audit;Bill Davisson;Financial Expert;;Independent Director;Yes;Bill Davisson joined this role in 01 Sep 2012;665753;Yes;374516
CF INDUSTRIES HLDGS INC;CF;01/12/2018;Audit;Theresa Wagler;Chair/Financial Expert;;Independent Director;Yes;Theresa Wagler joined this role in May 2017;665753;Yes;492527
AMERIPRISE FINANCIAL INC;AMP;01/12/2018;Audit;Harvey Sarles;Chairman / Financial Expert;;Independent Director;Yes;Harvey Sarles departed in 25 Apr 2018;667645;Yes;35037
AMERIPRISE FINANCIAL INC;AMP;01/12/2018;Audit;Lon Greenberg;Financial Expert;;Independent Director;Yes;Lon Greenberg joined this role in 30 Apr 2014;667645;Yes;140198
AMERIPRISE FINANCIAL INC;AMP;01/12/2018;Audit;Chris Williams;Chairman / Financial Expert;;Independent Director;Yes;Chris Williams joined this role in 25 Apr 2018;667645;Yes;160025
AMERIPRISE FINANCIAL INC;AMP;01/12/2018;Audit;Ed Walter III;Member;Executive VP/CFO(1);Independent Director;Yes;Ed Walter III joined this role in 25 Apr 2018;667645;Yes;205948
WALLBRIDGE MINING CO LTD;WM;01/12/2018;Audit;W Holmes;Member;;Lead Independent Director;Yes;W Holmes joined this role in 01 Jan 2018;742530;Yes;370551
WALLBRIDGE MINING CO LTD;WM;01/12/2018;Audit;Parviz Farsangi;Member;;Independent Director;Yes;Parviz Farsangi joined this role in 01 Jan 2018;742530;Yes;2173105
EXPEDIA GROUP INC (Expedia Inc prior to 03/2018);EXPE;01/12/2018;Audit;Skip Battle;Chairman / Financial Expert;;Independent Director;Yes;Skip Battle joined this role in 24 May 2006;770141;Yes;56707
EXPEDIA GROUP INC (Expedia Inc prior to 03/2018);EXPE;01/12/2018;Audit;Peter Kern;Financial Expert;;Vice Chairman;Yes;Peter Kern departed in 20 Jun 2018;770141;No;484778
EXPEDIA GROUP INC (Expedia Inc prior to 03/2018);EXPE;01/12/2018;Audit;Peter Kern;Financial Expert;;Independent Director;Yes;Peter Kern departed in 20 Jun 2018;770141;Yes;484778
EXPEDIA GROUP INC (Expedia Inc prior to 03/2018);EXPE;01/12/2018;Audit;Craig Jacobson;Member;;Independent Director;Yes;Craig Jacobson joined this role in 04 Dec 2007;770141;Yes;593509
INTERCONTINENTAL EXCHANGE INC (IntercontinentalExchange Group Inc prior to 05/2014);ICE;01/12/2018;Audit;Judy Sprieser;Chairwoman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Judy Sprieser joined this role in 21 May 2010;815224;Yes;34925
