BoardName;Ticker;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID;TenureSince
XCEL ENERGY INC;XEL;01/12/2017;Audit;David Westerlund;Member;;Independent Director;Yes;David Westerlund joined this role in 17 May 2017;33830;Yes;205663;
XCEL ENERGY INC;XEL;01/12/2017;Audit;Tim Wolf;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Tim Wolf departed in 17 May 2017;33830;Yes;272475;
XCEL ENERGY INC;XEL;01/12/2017;Audit;Tim Wolf;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Tim Wolf departed in 17 May 2017;33830;Yes;272475;
XCEL ENERGY INC;XEL;01/12/2017;Audit;Jim Prokopanko;Member;;Independent Director;Yes;Jim Prokopanko departed in 17 May 2017;33830;Yes;451398;
XCEL ENERGY INC;XEL;01/12/2017;Audit;Kim Williams;Financial Expert;;Independent Director;Yes;Kim Williams joined this role in 01 Dec 2009;33830;Yes;499564;
XCEL ENERGY INC;XEL;01/12/2017;Audit;Daniel Yohannes;Member;;Independent Director;Yes;Daniel Yohannes joined this role in 17 May 2017;33830;Yes;1864645;
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2017;Audit;Doctor Bob Keegan;Financial Expert;;Independent Chairman;Yes;Doctor Bob Keegan joined this role in 26 May 2011;33850;Yes;39731;
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2017;Audit;Ann Reese;Member;Executive VP/CFO(2);Independent Director;Yes;Ann Reese joined this role in 23 May 2017;33850;Yes;53712;
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2017;Audit;Dick Harrington;Chairman / Financial Expert;;Independent Director;Yes;Dick Harrington departed in 23 May 2017;33850;Yes;183669;
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2017;Audit;Professor Doctor Curt Hunter;Financial Expert;;Independent Director;Yes;Professor Doctor Curt Hunter joined this role in 01 Jan 2004;33850;Yes;183670;
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2017;Audit;Sara Tucker;Financial Expert;;Independent Director;Yes;Sara Tucker joined this role in 23 May 2017;33850;Yes;833115;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);YHOO;01/12/2017;Audit;Tom McInerney;Financial Expert;Executive VP/CFO(1);CEO;Yes;Tom McInerney departed in 2017;33915;No;43706;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);ALA;01/12/2017;Audit;Tom McInerney;Financial Expert;Executive VP/CFO(1);CEO;Yes;Tom McInerney departed in 2017;33915;No;43706;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);YHOO;01/12/2017;Audit;Tom McInerney;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Tom McInerney departed in 2017;33915;Yes;43706;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);ALA;01/12/2017;Audit;Tom McInerney;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Tom McInerney departed in 2017;33915;Yes;43706;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);YHOO;01/12/2017;Audit;Eric Brandt;Chairman / Financial Expert;Executive VP/CFO(1);Independent Chairman;Yes;Eric Brandt joined this role in 26 Apr 2016;33915;Yes;46386;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);ALA;01/12/2017;Audit;Eric Brandt;Chairman / Financial Expert;Executive VP/CFO(1);Independent Chairman;Yes;Eric Brandt joined this role in 26 Apr 2016;33915;Yes;46386;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);YHOO;01/12/2017;Audit;Eric Brandt;Chairman / Financial Expert;VP/CFO(1);Independent Chairman;Yes;Eric Brandt joined this role in 26 Apr 2016;33915;Yes;46386;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);ALA;01/12/2017;Audit;Eric Brandt;Chairman / Financial Expert;VP/CFO(1);Independent Chairman;Yes;Eric Brandt joined this role in 26 Apr 2016;33915;Yes;46386;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);YHOO;01/12/2017;Audit;Jeff Smith;Member;;Independent Director;Yes;Jeff Smith departed in 13 Jun 2017;33915;Yes;346402;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);ALA;01/12/2017;Audit;Jeff Smith;Member;;Independent Director;Yes;Jeff Smith departed in 13 Jun 2017;33915;Yes;346402;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);YHOO;01/12/2017;Audit;Cathy Friedman-Duane;Member;;Independent Director;Yes;Cathy Friedman-Duane departed in 11 Aug 2017;33915;Yes;548929;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);ALA;01/12/2017;Audit;Cathy Friedman-Duane;Member;;Independent Director;Yes;Cathy Friedman-Duane departed in 11 Aug 2017;33915;Yes;548929;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);YHOO;01/12/2017;Audit;Richard Kauffman;Financial Expert;;Independent Director;Yes;Richard Kauffman joined this role in 11 Aug 2017;33915;Yes;550265;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);ALA;01/12/2017;Audit;Richard Kauffman;Financial Expert;;Independent Director;Yes;Richard Kauffman joined this role in 11 Aug 2017;33915;Yes;550265;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);YHOO;01/12/2017;Audit;Tor Braham;Member;;Independent Director;Yes;Tor Braham joined this role in 26 Apr 2016;33915;Yes;1325116;
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);ALA;01/12/2017;Audit;Tor Braham;Member;;Independent Director;Yes;Tor Braham joined this role in 26 Apr 2016;33915;Yes;1325116;
ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018);ZION;01/12/2017;Audit;Gary Crittenden;Financial Expert;Executive VP/CFO(4);Independent Director;Yes;Gary Crittenden joined this role in 04 Aug 2016;34139;Yes;33843;
ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018);ZION;01/12/2017;Audit;Jerry Atkin;Financial Expert;FD(1);Independent Director;Yes;Jerry Atkin joined this role in 02 Jun 2017;34139;Yes;58901;
ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018);ZION;01/12/2017;Audit;Stephen Quinn;Financial Expert;;Lead Independent Director;Yes;Stephen Quinn joined this role in 27 May 2016;34139;Yes;58931;
ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018);ZION;01/12/2017;Audit;James Heaney;Financial Expert;VP/CFO(1);Independent Director;Yes;James Heaney departed in 02 Jun 2017;34139;Yes;141705;
ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018);ZION;01/12/2017;Audit;Ed Murphy;Chairman / Financial Expert;;Independent Director;Yes;Ed Murphy joined this role in 27 May 2016;34139;Yes;994592;
LOBLAW COMPANIES LTD;L;01/12/2017;Audit;Warren Bryant;Member;;Independent Corporate Director;Yes;Warren Bryant joined this role in 02 May 2013;35930;Yes;35925;
LOBLAW COMPANIES LTD;L;01/12/2017;Audit;Paul Beeston;Member;;Independent Corporate Director;Yes;Paul Beeston joined this role in 04 May 2005;35930;Yes;444124;
LOBLAW COMPANIES LTD;L;01/12/2017;Audit;Chris Clark;Chair;;Independent Corporate Director;Yes;Chris Clark joined this role in 03 May 2012;35930;Yes;1196354;
LOBLAW COMPANIES LTD;L;01/12/2017;Audit;Scott Bonham;Member;;Independent Corporate Director;Yes;Scott Bonham joined this role in 04 Oct 2016;35930;Yes;1197156;
LOBLAW COMPANIES LTD;L;01/12/2017;Audit;Margaret Harris;Member;;Independent Corporate Director;Yes;Margaret Harris joined this role in 05 May 2016;35930;Yes;1355120;
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2017;Audit;Lars Wedenborn;Financial Expert;CFO(1);Independent Director;Yes;Lars Wedenborn joined this role in 22 May 2013;42640;Yes;4343;
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2017;Audit;Lars Wedenborn;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Lars Wedenborn joined this role in 22 May 2013;42640;Yes;4343;
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2017;Audit;Charlene Begley;Financial Expert;CFO(1);Independent Director;Yes;Charlene Begley joined this role in 07 May 2014;42640;Yes;36095;
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2017;Audit;Ellyn McColgan;Financial Expert;;Independent Director;Yes;Ellyn McColgan departed in 10 May 2017;42640;Yes;595128;
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2017;Audit;Tom Kloet;Chairman / Financial Expert;;Independent Director;Yes;Tom Kloet joined this role in 05 May 2016;42640;Yes;730649;
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2017;Audit;John Rainey Jr;Financial Expert;Executive VP/CFO(4);Independent Director;Yes;John Rainey Jr joined this role in 25 Jul 2017;42640;Yes;1121440;
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2017;Audit;Melissa Arnoldi;Member;;Independent Director;Yes;Melissa Arnoldi joined this role in 10 May 2017;42640;Yes;1887925;
FENNEC PHARMACEUTICALS INC (Adherex Technologies Inc prior to 09/2014);FRX;01/12/2017;Audit;Chris Rallis;Chairman / Financial Expert;;Independent Director;Yes;Chris Rallis joined this role in 25 Aug 2011;71572;Yes;656103;
FENNEC PHARMACEUTICALS INC (Adherex Technologies Inc prior to 09/2014);FRX;01/12/2017;Audit;Doctor Khalid Islam;Member;;Independent Chairman;Yes;Doctor Khalid Islam joined this role in 08 Jun 2016;71572;Yes;1265880;
FENNEC PHARMACEUTICALS INC (Adherex Technologies Inc prior to 09/2014);FRX;01/12/2017;Audit;Adrian Haigh;Member;;Independent Director;Yes;Adrian Haigh joined this role in 28 May 2014;71572;Yes;1265881;
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2017;Audit;Chris Connor;Member;;Independent Director;Yes;Chris Connor joined this role in 19 May 2017;77014;Yes;36501;
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2017;Audit;Paget Alves III;Member;;Independent Director;Yes;Paget Alves III joined this role in 27 Jan 2017;77014;Yes;273636;
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2017;Audit;Tom Nelson;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Tom Nelson joined this role in 17 May 2012;77014;Yes;323633;
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2017;Audit;Keith Meister;Member;;Independent Director;Yes;Keith Meister departed in 16 Feb 2017;77014;Yes;331723;
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2017;Audit;Peter Skala;Member;;Independent Director;Yes;Peter Skala joined this role in 04 Mar 2016;77014;Yes;751009;
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2017;Audit;Elane Stock;Member;;Independent Director;Yes;Elane Stock departed in 19 May 2017;77014;Yes;1082123;
UNITED STATES STEEL CORP;X;01/12/2017;Audit;Murry Gerber;Financial Expert;;Independent Director;Yes;Murry Gerber joined this role in 28 Apr 2015;77289;Yes;81677;
UNITED STATES STEEL CORP;X;01/12/2017;Audit;Dan Dinges;Financial Expert;;Independent Director;Yes;Dan Dinges departed in 25 Apr 2017;77289;Yes;202913;
UNITED STATES STEEL CORP;X;01/12/2017;Audit;John Engel;Chairman / Financial Expert;;Independent Director;Yes;John Engel joined this role in 24 Apr 2012;77289;Yes;204655;
UNITED STATES STEEL CORP;X;01/12/2017;Audit;David Sutherland;Financial Expert;;Independent Chairman;Yes;David Sutherland departed in 25 Apr 2017;77289;Yes;514421;
UNITED STATES STEEL CORP;X;01/12/2017;Audit;Glenda McNeal;Member;;Independent Director;Yes;Glenda McNeal joined this role in 24 Apr 2007;77289;Yes;532773;
UNITED STATES STEEL CORP;X;01/12/2017;Audit;Steve Girsky;Financial Expert;;Independent Director;Yes;Steve Girsky joined this role in 26 Apr 2016;77289;Yes;594014;
UNITED STATES STEEL CORP;X;01/12/2017;Audit;Paul Mascarenas;Member;;Independent Director;Yes;Paul Mascarenas joined this role in 25 Apr 2017;77289;Yes;893075;
UNITED STATES STEEL CORP;X;01/12/2017;Audit;Gene Sperling;Member;;Independent Director;Yes;Gene Sperling joined this role in 31 Oct 2017;77289;Yes;1657401;
DISCOVER FINANCIAL SERVICES INC;DFS;01/12/2017;Audit;Larry Weinbach;Financial Expert;;Lead Independent Director;Yes;Larry Weinbach joined this role in 17 Oct 2014;78171;Yes;17166;
DISCOVER FINANCIAL SERVICES INC;DFS;01/12/2017;Audit;Joe Eazor;Financial Expert;;Independent Director;Yes;Joe Eazor joined this role in 14 Jan 2016;78171;Yes;556296;
DISCOVER FINANCIAL SERVICES INC;DFS;01/12/2017;Audit;Doctor Cyndi Glassman;Chair/Financial Expert;;Independent Director;Yes;Doctor Cyndi Glassman joined this role in 07 May 2014;78171;Yes;837377;
DISCOVER FINANCIAL SERVICES INC;DFS;01/12/2017;Audit;Candy Duncan;Financial Expert;;Independent Director;Yes;Candy Duncan joined this role in 07 May 2014;78171;Yes;1380721;
CHIPOTLE MEXICAN GRILL INC;CMG;01/12/2017;Audit;Paul Cappuccio;Member;;Independent Director;Yes;Paul Cappuccio joined this role in 25 May 2017;82918;Yes;7870;
CHIPOTLE MEXICAN GRILL INC;CMG;01/12/2017;Audit;Neil Flanzraich;Member;;Lead Independent Director;Yes;Neil Flanzraich departed in 25 May 2017;82918;Yes;69672;
CHIPOTLE MEXICAN GRILL INC;CMG;01/12/2017;Audit;Al Baldocchi;Chairman / Financial Expert;;Independent Director;Yes;Al Baldocchi joined this role in Jan 2006;82918;Yes;489311;
CHIPOTLE MEXICAN GRILL INC;CMG;01/12/2017;Audit;John Charlesworth;Member;;Independent Director;Yes;John Charlesworth departed in 25 May 2017;82918;Yes;489393;
CHIPOTLE MEXICAN GRILL INC;CMG;01/12/2017;Audit;Stephen Gillett;Member;;Independent Director;Yes;Stephen Gillett departed in 25 May 2017;82918;Yes;833190;
CHIPOTLE MEXICAN GRILL INC;CMG;01/12/2017;Audit;Robin Hickenlooper;Member;;Independent Director;Yes;Robin Hickenlooper joined this role in 25 May 2017;82918;Yes;1831348;
NETFLIX INC;NFLX;01/12/2017;Audit;Rich Barton;Member;;Independent Director;Outside;Rich Barton joined this role in 01 Jun 2012;93427;Yes;43676;
NETFLIX INC;NFLX;01/12/2017;Audit;Tim Haley;Member;;Independent Director;Yes;Tim Haley departed in 2017;93427;Yes;182083;
NETFLIX INC;NFLX;01/12/2017;Audit;Ann Mather;Chair/Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Ann Mather joined this role in 01 Jul 2010;93427;Yes;270912;
NETFLIX INC;NFLX;01/12/2017;Audit;Leslie Kilgore;Member;;Independent Director;Yes;Leslie Kilgore joined this role in 2017;93427;Yes;326730;
ALPHABET INC (Google Inc prior to 10/2015);GOOG;01/12/2017;Audit;Alan Mulally;Member;;Independent Director;Yes;Alan Mulally joined this role in 09 Jul 2014;116351;Yes;34627;
ALPHABET INC (Google Inc prior to 10/2015);GOOGL;01/12/2017;Audit;Alan Mulally;Member;;Independent Director;Yes;Alan Mulally joined this role in 09 Jul 2014;116351;Yes;34627;
ALPHABET INC (Google Inc prior to 10/2015);GOOG;01/12/2017;Audit;Doctor Roger Ferguson Jr;Member;;Independent Director;Yes;Doctor Roger Ferguson Jr joined this role in 24 Jun 2016;116351;Yes;106633;
ALPHABET INC (Google Inc prior to 10/2015);GOOGL;01/12/2017;Audit;Doctor Roger Ferguson Jr;Member;;Independent Director;Yes;Doctor Roger Ferguson Jr joined this role in 24 Jun 2016;116351;Yes;106633;
ALPHABET INC (Google Inc prior to 10/2015);GOOG;01/12/2017;Audit;Ann Mather;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Ann Mather joined this role in 22 Nov 2005;116351;Yes;270912;
ALPHABET INC (Google Inc prior to 10/2015);GOOGL;01/12/2017;Audit;Ann Mather;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Ann Mather joined this role in 22 Nov 2005;116351;Yes;270912;
WYNN RESORTS LTD;WYNN;01/12/2017;Audit;Bob Miller;Member;;Lead Independent Director;Yes;Bob Miller joined this role in 02 Nov 2012;136226;Yes;36274;
WYNN RESORTS LTD;WYNN;01/12/2017;Audit;Daniel Wayson;Financial Expert;;Independent Director;Yes;Daniel Wayson joined this role in 01 Jun 2015;136226;Yes;58506;
WYNN RESORTS LTD;WYNN;01/12/2017;Audit;Al Shoemaker;Financial Expert;;Independent Director;Yes;Al Shoemaker joined this role in 12 May 2010;136226;Yes;71047;
WYNN RESORTS LTD;WYNN;01/12/2017;Audit;Jay Hagenbuch;Chairman / Financial Expert;;Independent Director;Yes;Jay Hagenbuch joined this role in 01 Jun 2015;136226;Yes;530741;
TERADATA CORP;TDC;01/12/2017;Audit;Dave Kepler II;Member;;Independent Director;Yes;Dave Kepler II departed in 31 Dec 2017;264342;Yes;34712;
TERADATA CORP;TDC;01/12/2017;Audit;Nancy Cooper;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Nancy Cooper departed in 31 Dec 2017;264342;Yes;63497;
TERADATA CORP;TDC;01/12/2017;Audit;Nancy Cooper;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Nancy Cooper departed in 31 Dec 2017;264342;Yes;63497;
TERADATA CORP;TDC;01/12/2017;Audit;Nancy Cooper;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Nancy Cooper departed in 31 Dec 2017;264342;Yes;63497;
TERADATA CORP;TDC;01/12/2017;Audit;Cary Fu;Financial Expert;;Independent Director;Yes;Cary Fu joined this role in 29 Jul 2008;264342;Yes;181524;
TERADATA CORP;TDC;01/12/2017;Audit;Doctor Tim Chou;Member;;Independent Director;Yes;Doctor Tim Chou joined this role in 19 Apr 2017;264342;Yes;321767;
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2017;Audit;Terry Savage;Member;;Independent Director;Outside;Terry Savage joined this role in 22 Apr 2003;268946;Yes;35922;
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2017;Audit;Dennis Chookaszian;Chairman / Financial Expert;;Independent Director;Yes;Dennis Chookaszian joined this role in 21 Apr 2004;268946;Yes;36842;
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2017;Audit;Bill Miller II;Financial Expert;;Independent Director;Outside;Bill Miller II departed in 24 May 2017;268946;Yes;91577;
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2017;Audit;Larry Gerdes;Financial Expert;Executive VP/CFO(1);Lead Independent Director;Yes;Larry Gerdes joined this role in 13 Jul 2007;268946;Yes;448528;
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2017;Audit;Dennis Suskind;Member;;Independent Director;Yes;Dennis Suskind joined this role in 22 Aug 2008;268946;Yes;509999;
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2017;Audit;Jeff Bernacchi;Member;;Independent Director;Yes;Jeff Bernacchi joined this role in 05 May 2010;268946;Yes;883793;
BIOGEN INC (Biogen Idec Inc prior to 03/2015);BIIB;01/12/2017;Audit;Caroline Dorsa;Chair/Financial Expert;Executive VP/CFO(4);Independent Director;Yes;Caroline Dorsa joined this role in 2014;440155;Yes;31549;
BIOGEN INC (Biogen Idec Inc prior to 03/2015);BIIB;01/12/2017;Audit;Brian Posner;Financial Expert;;Independent Director;Yes;Brian Posner joined this role in 2014;440155;Yes;201333;
BIOGEN INC (Biogen Idec Inc prior to 03/2015);BIIB;01/12/2017;Audit;Doctor Stelios Papadopoulos;Member;;Independent Chair;Yes;Doctor Stelios Papadopoulos joined this role in 2014;440155;Yes;272785;
BIOGEN INC (Biogen Idec Inc prior to 03/2015);BIIB;01/12/2017;Audit;Nancy Leaming;Financial Expert;;Independent Director;Yes;Nancy Leaming joined this role in 2014;440155;Yes;336399;
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2017;Audit;Laurie Thomsen;Member;;Independent Director;Yes;Laurie Thomsen joined this role in 18 May 2017;469152;Yes;43731;
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2017;Audit;John Dasburg;Financial Expert;CFO(1);Lead Independent Director;Yes;John Dasburg joined this role in 18 May 2017;469152;Yes;49366;
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2017;Audit;Janet Dolan;Member;;Independent Director;Yes;Janet Dolan departed in 18 May 2017;469152;Yes;49381;
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2017;Audit;Doctor Tom Hodgson;Member;;Independent Director;Yes;Doctor Tom Hodgson departed in 18 May 2017;469152;Yes;49431;
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2017;Audit;Patricia Higgins;Member;;Independent Director;Yes;Patricia Higgins joined this role in 01 May 2007;469152;Yes;90917;
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2017;Audit;Todd Schermerhorn;Financial Expert;;Independent Director;Yes;Todd Schermerhorn joined this role in 18 May 2017;469152;Yes;204621;
